trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,Hello.started,text_2.started,Hello.stopped,guidelines.started,guideline.started,key_resp.started,guidelines.stopped,key_resp.keys,key_resp.rt,key_resp.duration,trial.started,num_distr,mouse.started,polygon.started,target.started,trial.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,Thank_you.started,text_3.started,Thank_you.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,0.008600299712270498,0.02470119995996356,0.5087150000035763,,,,,,,,,,,,,,,,,,,,,,,,A1,001,2024-10-07_19h58.30.327,untitled,2024.1.5,None,2024-10-07 19h59.06.540364 +0530,
,,,,,,,,,0.5087645999155939,0.5252279997803271,0.5252279997803271,4.356590199749917,space,3.8140476001426578,None,,,,,,,,,,,,,,,,,A1,001,2024-10-07_19h58.30.327,untitled,2024.1.5,None,2024-10-07 19h59.06.540364 +0530,
0,0,0,0,4.384660699870437,,,,,,,,,,,,4.359021599870175,5,0.019989800173789263,4.384660699870437,4.384660699870437,6.045293599832803,[0.296875],[0.4466145833333333],[1],[0],[0],[1.6857175999321043],['target'],,,,A1,001,2024-10-07_19h58.30.327,untitled,2024.1.5,None,2024-10-07 19h59.06.540364 +0530,
1,0,1,0,6.073834599927068,,,,,,,,,,,,6.050554799847305,5,0.015342199709266424,6.073834599927068,6.073834599927068,7.933852099813521,[-0.4635416666666667],[-0.14713541666666666],[1],[0],[0],[1.8828259999863803],['target'],,,,A1,001,2024-10-07_19h58.30.327,untitled,2024.1.5,None,2024-10-07 19h59.06.540364 +0530,
2,0,2,0,7.98508849972859,,,,,,,,,,,,7.937047000043094,10,0.0349306003190577,7.98508849972859,7.98508849972859,9.899353200104088,[0.4270833333333333],[-0.0546875],[1],[0],[0],[1.961678999941796],['target'],,,,A1,001,2024-10-07_19h58.30.327,untitled,2024.1.5,None,2024-10-07 19h59.06.540364 +0530,
3,0,3,0,9.957248599734157,,,,,,,,,,,,9.904578699730337,10,0.039648199919611216,9.957248599734157,9.957248599734157,12.22994689969346,[-0.4661458333333333],[0.30859375],[1],[0],[0],[2.3249458000063896],['target'],,,,A1,001,2024-10-07_19h58.30.327,untitled,2024.1.5,None,2024-10-07 19h59.06.540364 +0530,
4,0,4,0,12.285387299954891,,,,,,,,,,,,12.232919000089169,10,0.03797969967126846,12.285387299954891,12.285387299954891,14.144924900028855,[0.19140625],[-0.3893229166666667],[1],[0],[0],[1.9115252997726202],['target'],,,,A1,001,2024-10-07_19h58.30.327,untitled,2024.1.5,None,2024-10-07 19h59.06.540364 +0530,
5,0,5,0,14.20445750001818,,,,,,,,,,,,14.1486710999161,10,0.04242950025945902,14.20445750001818,14.20445750001818,15.74335639970377,[0.4388020833333333],[0.20963541666666666],[1],[0],[0],[1.5942393001168966],['target'],,,,A1,001,2024-10-07_19h58.30.327,untitled,2024.1.5,None,2024-10-07 19h59.06.540364 +0530,
6,0,6,0,15.786212099716067,,,,,,,,,,,,15.746317199897021,10,0.03005579998716712,15.786212099716067,15.786212099716067,17.674754299689084,[0.10807291666666667],[-0.19921875],[1],[0],[0],[1.9280103999190032],['target'],,,,A1,001,2024-10-07_19h58.30.327,untitled,2024.1.5,None,2024-10-07 19h59.06.540364 +0530,
7,0,7,0,17.707674299832433,,,,,,,,,,,,17.67958249989897,5,0.021771200001239777,17.707674299832433,17.707674299832433,18.989957799669355,[-0.2604166666666667],[0.45703125],[1],[0],[0],[1.3098817002028227],['target'],,,,A1,001,2024-10-07_19h58.30.327,untitled,2024.1.5,None,2024-10-07 19h59.06.540364 +0530,
8,0,8,0,19.015042500104755,,,,,,,,,,,,18.99284469988197,5,0.015997800044715405,19.015042500104755,19.015042500104755,20.588988800067455,[0.4817708333333333],[-0.14322916666666666],[1],[0],[0],[1.595668500289321],['target'],,,,A1,001,2024-10-07_19h58.30.327,untitled,2024.1.5,None,2024-10-07 19h59.06.540364 +0530,
9,0,9,0,20.631898900028318,,,,,,,,,,,,20.59216329967603,10,0.02984720002859831,20.631898900028318,20.631898900028318,22.46919670002535,[-0.046875],[0.1796875],[1],[0],[0],[1.876535799819976],['target'],,,,A1,001,2024-10-07_19h58.30.327,untitled,2024.1.5,None,2024-10-07 19h59.06.540364 +0530,
10,0,10,0,22.525387600064278,,,,,,,,,,,,22.472912800032645,10,0.039195199962705374,22.525387600064278,22.525387600064278,23.901875900104642,[0.3151041666666667],[-0.44921875],[1],[0],[0],[1.4285524999722838],['target'],,,,A1,001,2024-10-07_19h58.30.327,untitled,2024.1.5,None,2024-10-07 19h59.06.540364 +0530,
11,0,11,0,23.944918499793857,,,,,,,,,,,,23.9049652996473,10,0.03015129966661334,23.944918499793857,23.944918499793857,26.049571599811316,[-0.296875],[0.37109375],[1],[0],[0],[2.1441796999424696],['target'],,,,A1,001,2024-10-07_19h58.30.327,untitled,2024.1.5,None,2024-10-07 19h59.06.540364 +0530,
12,0,12,0,26.075179900042713,,,,,,,,,,,,26.0524943000637,5,0.015830500051379204,26.075179900042713,26.075179900042713,28.11435650009662,[0.3333333333333333],[0.4635416666666667],[1],[0],[0],[2.061425999738276],['target'],,,,A1,001,2024-10-07_19h58.30.327,untitled,2024.1.5,None,2024-10-07 19h59.06.540364 +0530,
13,0,13,0,28.140037899836898,,,,,,,,,,,,28.1174047999084,5,0.015570399817079306,28.140037899836898,28.140037899836898,29.663144999649376,[-0.46484375],[0.2981770833333333],[1],[0],[0],[1.5453170998953283],['target'],,,,A1,001,2024-10-07_19h58.30.327,untitled,2024.1.5,None,2024-10-07 19h59.06.540364 +0530,
14,0,14,0,29.707043199799955,,,,,,,,,,,,29.666068899910897,10,0.029628499876707792,29.707043199799955,29.707043199799955,30.74555359967053,[-0.2864583333333333],[0.4075520833333333],[1],[0],[0],[1.0790876001119614],['target'],,,,A1,001,2024-10-07_19h58.30.327,untitled,2024.1.5,None,2024-10-07 19h59.06.540364 +0530,
15,0,15,0,30.771601599641144,,,,,,,,,,,,30.748444200027734,5,0.015891500283032656,30.771601599641144,30.771601599641144,31.960724900010973,[-0.48828125],[0.3645833333333333],[1],[0],[0],[1.2118062996305525],['target'],,,,A1,001,2024-10-07_19h58.30.327,untitled,2024.1.5,None,2024-10-07 19h59.06.540364 +0530,
16,0,16,0,31.98701409995556,,,,,,,,,,,,31.963871099986136,5,0.01597149996086955,31.98701409995556,31.98701409995556,33.85927479993552,[-0.3033854166666667],[-0.4361979166666667],[1],[0],[0],[1.8949818997643888],['target'],,,,A1,001,2024-10-07_19h58.30.327,untitled,2024.1.5,None,2024-10-07 19h59.06.540364 +0530,
17,0,17,0,33.88508370006457,,,,,,,,,,,,33.862201400101185,5,0.015972900204360485,33.88508370006457,33.88508370006457,35.5580921000801,[-0.3020833333333333],[-0.3372395833333333],[1],[0],[0],[1.695494799874723],['target'],,,,A1,001,2024-10-07_19h58.30.327,untitled,2024.1.5,None,2024-10-07 19h59.06.540364 +0530,
18,0,18,0,35.601780499797314,,,,,,,,,,,,35.56118150008842,10,0.029990300070494413,35.601780499797314,35.601780499797314,37.205641499720514,[0.2604166666666667],[-0.005208333333333333],[1],[0],[0],[1.6440301002003253],['target'],,,,A1,001,2024-10-07_19h58.30.327,untitled,2024.1.5,None,2024-10-07 19h59.06.540364 +0530,
19,0,19,0,37.23474969994277,,,,,,,,,,,,37.20862399972975,5,0.01841849973425269,37.23474969994277,37.23474969994277,38.6380404997617,[-0.20833333333333334],[-0.4440104166666667],[1],[0],[0],[1.4289894998073578],['target'],,,,A1,001,2024-10-07_19h58.30.327,untitled,2024.1.5,None,2024-10-07 19h59.06.540364 +0530,
20,0,20,0,38.686454199720174,,,,,,,,,,,,38.6414502998814,10,0.03340770024806261,38.686454199720174,38.686454199720174,40.618466899730265,[0.4713541666666667],[-0.24479166666666666],[1],[0],[0],[1.9766064998693764],['target'],,,,A1,001,2024-10-07_19h58.30.327,untitled,2024.1.5,None,2024-10-07 19h59.06.540364 +0530,
21,0,21,0,40.66074559977278,,,,,,,,,,,,40.62134329974651,10,0.02897999994456768,40.66074559977278,40.66074559977278,42.26921990001574,[0.25],[-0.4166666666666667],[1],[0],[0],[1.6474115997552872],['target'],,,,A1,001,2024-10-07_19h58.30.327,untitled,2024.1.5,None,2024-10-07 19h59.06.540364 +0530,
22,0,22,0,42.312467799987644,,,,,,,,,,,,42.27249850006774,10,0.029161199927330017,42.312467799987644,42.312467799987644,44.09900809964165,[-0.30859375],[-0.3528645833333333],[1],[0],[0],[1.8260476002469659],['target'],,,,A1,001,2024-10-07_19h58.30.327,untitled,2024.1.5,None,2024-10-07 19h59.06.540364 +0530,
23,0,23,0,44.125752799678594,,,,,,,,,,,,44.10198239982128,5,0.0165047999471426,44.125752799678594,44.125752799678594,46.031334599945694,[0.049479166666666664],[0.13671875],[1],[0],[0],[1.9289208999834955],['target'],,,,A1,001,2024-10-07_19h58.30.327,untitled,2024.1.5,None,2024-10-07 19h59.06.540364 +0530,
24,0,24,0,46.108210999984294,,,,,,,,,,,,46.03433999978006,10,0.030094599816948175,46.108210999984294,46.108210999984294,47.678603099659085,[0.16015625],[-0.3177083333333333],[1],[0],[0],[1.643858200404793],['target'],,,,A1,001,2024-10-07_19h58.30.327,untitled,2024.1.5,None,2024-10-07 19h59.06.540364 +0530,
25,0,25,0,47.72187480004504,,,,,,,,,,,,47.68153019994497,10,0.02992819994688034,47.72187480004504,47.72187480004504,49.12747940002009,[0.10807291666666667],[-0.18359375],[1],[0],[0],[1.4455218999646604],['target'],,,,A1,001,2024-10-07_19h58.30.327,untitled,2024.1.5,None,2024-10-07 19h59.06.540364 +0530,
26,0,26,0,49.17045019986108,,,,,,,,,,,,49.13042079983279,10,0.029642799869179726,49.17045019986108,49.17045019986108,50.892638199962676,[0.45703125],[0.07161458333333333],[1],[0],[0],[1.761776499915868],['target'],,,,A1,001,2024-10-07_19h58.30.327,untitled,2024.1.5,None,2024-10-07 19h59.06.540364 +0530,
27,0,27,0,50.91855870001018,,,,,,,,,,,,50.89578229980543,5,0.015427999664098024,50.91855870001018,50.91855870001018,52.50741309998557,[-0.38671875],[-0.4583333333333333],[1],[0],[0],[1.6112183001823723],['target'],,,,A1,001,2024-10-07_19h58.30.327,untitled,2024.1.5,None,2024-10-07 19h59.06.540364 +0530,
28,0,28,0,52.57812719978392,,,,,,,,,,,,52.51041419990361,10,0.056921299546957016,52.57812719978392,52.57812719978392,54.42278319969773,[0.3463541666666667],[0.0],[1],[0],[0],[1.9118504002690315],['target'],,,,A1,001,2024-10-07_19h58.30.327,untitled,2024.1.5,None,2024-10-07 19h59.06.540364 +0530,
29,0,29,0,54.44882189994678,,,,,,,,,,,,54.425748999696225,5,0.01578839961439371,54.44882189994678,54.44882189994678,55.82103609992191,[-0.0390625],[0.3111979166666667],[1],[0],[0],[1.3948181997984648],['target'],,,,A1,001,2024-10-07_19h58.30.327,untitled,2024.1.5,None,2024-10-07 19h59.06.540364 +0530,
30,0,30,0,55.84721349971369,,,,,,,,,,,,55.823906699661165,5,0.015526499599218369,55.84721349971369,55.84721349971369,57.003236999735236,[-0.09635416666666667],[0.3125],[1],[0],[0],[1.1789226001128554],['target'],,,,A1,001,2024-10-07_19h58.30.327,untitled,2024.1.5,None,2024-10-07 19h59.06.540364 +0530,
31,0,31,0,57.04707180010155,,,,,,,,,,,,57.00618979986757,10,0.02997539984062314,57.04707180010155,57.04707180010155,58.51848790002987,[0.3151041666666667],[0.18619791666666666],[1],[0],[0],[1.5117535996250808],['target'],,,,A1,001,2024-10-07_19h58.30.327,untitled,2024.1.5,None,2024-10-07 19h59.06.540364 +0530,
32,0,32,0,58.56154099991545,,,,,,,,,,,,58.52150809997693,10,0.029133799951523542,58.56154099991545,58.56154099991545,60.15001939982176,[-0.3854166666666667],[0.020833333333333332],[1],[0],[0],[1.628108000382781],['target'],,,,A1,001,2024-10-07_19h58.30.327,untitled,2024.1.5,None,2024-10-07 19h59.06.540364 +0530,
33,0,33,0,60.19352269964293,,,,,,,,,,,,60.153026999905705,10,0.029705899767577648,60.19352269964293,60.19352269964293,61.632491199765354,[0.4140625],[0.3020833333333333],[1],[0],[0],[1.4789363997988403],['target'],,,,A1,001,2024-10-07_19h58.30.327,untitled,2024.1.5,None,2024-10-07 19h59.06.540364 +0530,
34,0,34,0,61.65856819972396,,,,,,,,,,,,61.63541109999642,5,0.0160438003949821,61.65856819972396,61.65856819972396,63.396562499925494,[-0.46875],[-0.3033854166666667],[1],[0],[0],[1.7606708998791873],['target'],,,,A1,001,2024-10-07_19h58.30.327,untitled,2024.1.5,None,2024-10-07 19h59.06.540364 +0530,
35,0,35,0,63.422447899822146,,,,,,,,,,,,63.39963859971613,5,0.015759999863803387,63.422447899822146,63.422447899822146,64.29679749999195,[-0.4036458333333333],[-0.33203125],[1],[0],[0],[0.8965964000672102],['target'],,,,A1,001,2024-10-07_19h58.30.327,untitled,2024.1.5,None,2024-10-07 19h59.06.540364 +0530,
36,0,36,0,64.33988789981231,,,,,,,,,,,,64.29970410000533,10,0.02932710014283657,64.33988789981231,64.33988789981231,66.32764509972185,[0.4427083333333333],[0.2578125],[1],[0],[0],[2.0275260997004807],['target'],,,,A1,001,2024-10-07_19h58.30.327,untitled,2024.1.5,None,2024-10-07 19h59.06.540364 +0530,
37,0,37,0,66.37192479986697,,,,,,,,,,,,66.33065789984539,10,0.029864899814128876,66.37192479986697,66.37192479986697,68.60821599978954,[-0.3268229166666667],[-0.203125],[1],[0],[0],[2.2770287999883294],['target'],,,,A1,001,2024-10-07_19h58.30.327,untitled,2024.1.5,None,2024-10-07 19h59.06.540364 +0530,
38,0,38,0,68.63393649971113,,,,,,,,,,,,68.61107489978895,5,0.015325599815696478,68.63393649971113,68.63393649971113,69.64066549995914,[-0.18229166666666666],[-0.1015625],[1],[0],[0],[1.0291377999819815],['target'],,,,A1,001,2024-10-07_19h58.30.327,untitled,2024.1.5,None,2024-10-07 19h59.06.540364 +0530,
39,0,39,0,69.68390449974686,,,,,,,,,,,,69.64352979976684,10,0.02957849996164441,69.68390449974686,69.68390449974686,71.15556169999763,[-0.4609375],[-0.08463541666666667],[1],[0],[0],[1.5115684997290373],['target'],,,,A1,001,2024-10-07_19h58.30.327,untitled,2024.1.5,None,2024-10-07 19h59.06.540364 +0530,
40,0,40,0,71.1815248997882,,,,,,,,,,,,71.1584047996439,5,0.015730399638414383,71.1815248997882,71.1815248997882,72.40511529985815,[-0.40625],[-0.1953125],[1],[0],[0],[1.2461323998868465],['target'],,,,A1,001,2024-10-07_19h58.30.327,untitled,2024.1.5,None,2024-10-07 19h59.06.540364 +0530,
41,0,41,0,72.43064699973911,,,,,,,,,,,,72.40797499986365,5,0.015567599795758724,72.43064699973911,72.43064699973911,73.86957609979436,[-0.15625],[-0.2109375],[1],[0],[0],[1.4610700998455286],['target'],,,,A1,001,2024-10-07_19h58.30.327,untitled,2024.1.5,None,2024-10-07 19h59.06.540364 +0530,
42,0,42,0,73.91382170002908,,,,,,,,,,,,73.87246549967676,10,0.030071099754422903,73.91382170002908,73.91382170002908,75.71792460000142,[0.5],[-0.3111979166666667],[1],[0],[0],[1.8450477998703718],['target'],,,,A1,001,2024-10-07_19h58.30.327,untitled,2024.1.5,None,2024-10-07 19h59.06.540364 +0530,
43,0,43,0,75.76102289976552,,,,,,,,,,,,75.72083080001175,10,0.029185299761593342,75.76102289976552,75.76102289976552,77.79913079971448,[0.2526041666666667],[0.23046875],[1],[0],[0],[2.077826399821788],['target'],,,,A1,001,2024-10-07_19h58.30.327,untitled,2024.1.5,None,2024-10-07 19h59.06.540364 +0530,
44,0,44,0,77.82569409999996,,,,,,,,,,,,77.80223109992221,5,0.016010800376534462,77.82569409999996,77.82569409999996,79.59735179971904,[0.2825520833333333],[-0.4596354166666667],[1],[0],[0],[1.794698600191623],['target'],,,,A1,001,2024-10-07_19h58.30.327,untitled,2024.1.5,None,2024-10-07 19h59.06.540364 +0530,
45,0,45,0,79.68976600002497,,,,,,,,,,,,79.6002428997308,10,0.0784139996394515,79.68976600002497,79.68976600002497,81.47884429991245,[0.3138020833333333],[0.11979166666666667],[1],[0],[0],[1.8781830999068916],['target'],,,,A1,001,2024-10-07_19h58.30.327,untitled,2024.1.5,None,2024-10-07 19h59.06.540364 +0530,
46,0,46,0,81.50417069997638,,,,,,,,,,,,81.48177880002186,5,0.01526450039818883,81.50417069997638,81.50417069997638,82.87757179979235,[0.4231770833333333],[0.3736979166666667],[1],[0],[0],[1.3953980999067426],['target'],,,,A1,001,2024-10-07_19h58.30.327,untitled,2024.1.5,None,2024-10-07 19h59.06.540364 +0530,
47,0,47,0,82.903356899973,,,,,,,,,,,,82.88047460000962,5,0.015598199795931578,82.903356899973,82.903356899973,84.7422275999561,[0.23307291666666666],[-0.22786458333333334],[1],[0],[0],[1.8612446999177337],['target'],,,,A1,001,2024-10-07_19h58.30.327,untitled,2024.1.5,None,2024-10-07 19h59.06.540364 +0530,
48,0,48,0,84.78480749996379,,,,,,,,,,,,84.74514020001516,10,0.029339800123125315,84.78480749996379,84.78480749996379,86.57448659976944,[0.07552083333333333],[0.16276041666666666],[1],[0],[0],[1.828826999757439],['target'],,,,A1,001,2024-10-07_19h58.30.327,untitled,2024.1.5,None,2024-10-07 19h59.06.540364 +0530,
49,0,49,0,86.62405009986833,,,,,,,,,,,,86.57744670007378,5,0.015217499807476997,86.62405009986833,86.62405009986833,88.09047059994191,[-0.23046875],[0.2838541666666667],[1],[0],[0],[1.5125931999646127],['target'],,,,A1,001,2024-10-07_19h58.30.327,untitled,2024.1.5,None,2024-10-07 19h59.06.540364 +0530,
50,0,50,0,88.13346929987893,,,,,,,,,,,,88.09337599994615,10,0.0294642997905612,88.13346929987893,88.13346929987893,89.6708325999789,[0.20703125],[0.4114583333333333],[1],[0],[0],[1.5769829000346363],['target'],,,,A1,001,2024-10-07_19h58.30.327,untitled,2024.1.5,None,2024-10-07 19h59.06.540364 +0530,
51,0,51,0,89.71589649980888,,,,,,,,,,,,89.67468039970845,10,0.029976799618452787,89.71589649980888,89.71589649980888,91.18634049966931,[0.3046875],[0.05078125],[1],[0],[0],[1.511258200276643],['target'],,,,A1,001,2024-10-07_19h58.30.327,untitled,2024.1.5,None,2024-10-07 19h59.06.540364 +0530,
52,0,52,0,91.21250549983233,,,,,,,,,,,,91.189485500101,5,0.015901099890470505,91.21250549983233,91.21250549983233,92.60166670009494,[-0.00390625],[-0.15625],[1],[0],[0],[1.4117553997784853],['target'],,,,A1,001,2024-10-07_19h58.30.327,untitled,2024.1.5,None,2024-10-07 19h59.06.540364 +0530,
53,0,53,0,92.62826049979776,,,,,,,,,,,,92.60477160010487,5,0.015897399745881557,92.62826049979776,92.62826049979776,93.91675890004262,[0.057291666666666664],[-0.4518229166666667],[1],[0],[0],[1.3115529003553092],['target'],,,,A1,001,2024-10-07_19h58.30.327,untitled,2024.1.5,None,2024-10-07 19h59.06.540364 +0530,
54,0,54,0,93.943712499924,,,,,,,,,,,,93.91968039982021,5,0.016526900231838226,93.943712499924,93.943712499924,95.0658594998531,[-0.2682291666666667],[-0.3658854166666667],[1],[0],[0],[1.1456654001958668],['target'],,,,A1,001,2024-10-07_19h58.30.327,untitled,2024.1.5,None,2024-10-07 19h59.06.540364 +0530,
55,0,55,0,95.10928760003299,,,,,,,,,,,,95.06872989982367,10,0.028980900067836046,95.10928760003299,95.10928760003299,97.51394979981706,[0.3450520833333333],[0.3385416666666667],[1],[0],[0],[2.444801100064069],['target'],,,,A1,001,2024-10-07_19h58.30.327,untitled,2024.1.5,None,2024-10-07 19h59.06.540364 +0530,
56,0,56,0,97.56922749988735,,,,,,,,,,,,97.51691849995404,5,0.044913399964571,97.56922749988735,97.56922749988735,99.71181329991668,[-0.20963541666666666],[0.5],[1],[0],[0],[2.1944645000621676],['target'],,,,A1,001,2024-10-07_19h58.30.327,untitled,2024.1.5,None,2024-10-07 19h59.06.540364 +0530,
57,0,57,0,99.75603519985452,,,,,,,,,,,,99.71468759980053,10,0.03016229998320341,99.75603519985452,99.75603519985452,101.14355539996177,[0.11197916666666667],[0.20963541666666666],[1],[0],[0],[1.4284141999669373],['target'],,,,A1,001,2024-10-07_19h58.30.327,untitled,2024.1.5,None,2024-10-07 19h59.06.540364 +0530,
58,0,58,0,101.16946269990876,,,,,,,,,,,,101.14664259972051,5,0.015793500002473593,101.16946269990876,101.16946269990876,103.09085359983146,[-0.016927083333333332],[0.026041666666666668],[1],[0],[0],[1.943805200047791],['target'],,,,A1,001,2024-10-07_19h58.30.327,untitled,2024.1.5,None,2024-10-07 19h59.06.540364 +0530,
59,0,59,0,103.13434389978647,,,,,,,,,,,,103.09371039969847,10,0.02940570004284382,103.13434389978647,103.13434389978647,104.42287499969825,[0.23697916666666666],[0.2109375],[1],[0],[0],[1.3287690998986363],['target'],,,,A1,001,2024-10-07_19h58.30.327,untitled,2024.1.5,None,2024-10-07 19h59.06.540364 +0530,
60,0,60,0,104.44964719982818,,,,,,,,,,,,104.42579140001908,5,0.016403399873524904,104.44964719982818,104.44964719982818,105.68938579969108,[-0.0026041666666666665],[0.09375],[1],[0],[0],[1.2630934999324381],['target'],,,,A1,001,2024-10-07_19h58.30.327,untitled,2024.1.5,None,2024-10-07 19h59.06.540364 +0530,
61,0,61,0,105.71502459980547,,,,,,,,,,,,105.69225599989295,5,0.01518179988488555,105.71502459980547,105.71502459980547,107.27098440006375,[-0.4140625],[0.040364583333333336],[1],[0],[0],[1.5782802002504468],['target'],,,,A1,001,2024-10-07_19h58.30.327,untitled,2024.1.5,None,2024-10-07 19h59.06.540364 +0530,
62,0,62,0,107.29740609973669,,,,,,,,,,,,107.27386859990656,5,0.015573200304061174,107.29740609973669,107.29740609973669,108.93577269976959,[0.059895833333333336],[0.49609375],[1],[0],[0],[1.661488600075245],['target'],,,,A1,001,2024-10-07_19h58.30.327,untitled,2024.1.5,None,2024-10-07 19h59.06.540364 +0530,
63,0,63,0,108.96142409974709,,,,,,,,,,,,108.9387508998625,5,0.015726699959486723,108.96142409974709,108.96142409974709,110.53442210005596,[0.3606770833333333],[-0.18880208333333334],[1],[0],[0],[1.5952456998638809],['target'],,,,A1,001,2024-10-07_19h58.30.327,untitled,2024.1.5,None,2024-10-07 19h59.06.540364 +0530,
64,0,64,0,110.56040229974315,,,,,,,,,,,,110.53734129993245,5,0.01560869999229908,110.56040229974315,110.56040229974315,112.3823016998358,[-0.4544270833333333],[-0.23307291666666666],[1],[0],[0],[1.8445554999634624],['target'],,,,A1,001,2024-10-07_19h58.30.327,untitled,2024.1.5,None,2024-10-07 19h59.06.540364 +0530,
