trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,Hello.started,text_2.started,Hello.stopped,guidelines.started,guideline.started,key_resp.started,guidelines.stopped,key_resp.keys,key_resp.rt,key_resp.duration,trial.started,num_distr,mouse.started,polygon.started,target.started,trial.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,Thank_you.started,text_3.started,Thank_you.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
65,0,65,0,112.40870429994538,,,,,,,,,,,,112.38528360007331,5,0.016049899626523256,112.40870429994538,112.40870429994538,113.33162349974737,[-0.4283854166666667],[-0.15234375],[1],[0],[0],[0.9458461999893188],['target'],,,,A1,001,2024-10-07_19h58.30.327,untitled,2024.1.5,None,2024-10-07 19h59.06.540364 +0530,
66,0,66,0,113.35756659973413,,,,,,,,,,,,113.33453319966793,5,0.015187900047749281,113.35756659973413,113.35756659973413,114.79657289991155,[0.3411458333333333],[-0.045572916666666664],[1],[0],[0],[1.461618599947542],['target'],,,,A1,001,2024-10-07_19h58.30.327,untitled,2024.1.5,None,2024-10-07 19h59.06.540364 +0530,
67,0,67,0,114.82234849967062,,,,,,,,,,,,114.79947560001165,5,0.015776300337165594,114.82234849967062,114.82234849967062,116.46164199989289,[-0.15494791666666666],[0.4466145833333333],[1],[0],[0],[1.6617425996810198],['target'],,,,A1,001,2024-10-07_19h58.30.327,untitled,2024.1.5,None,2024-10-07 19h59.06.540364 +0530,
68,0,68,0,116.5049216998741,,,,,,,,,,,,116.46467769984156,10,0.029602999798953533,116.5049216998741,116.5049216998741,117.72753719985485,[0.19401041666666666],[0.4973958333333333],[1],[0],[0],[1.2623681998811662],['target'],,,,A1,001,2024-10-07_19h58.30.327,untitled,2024.1.5,None,2024-10-07 19h59.06.540364 +0530,
69,0,69,0,117.77054570009932,,,,,,,,,,,,117.73041209997609,10,0.028847699984908104,117.77054570009932,117.77054570009932,119.10864149965346,[-0.08723958333333333],[0.049479166666666664],[1],[0],[0],[1.377715399954468],['target'],,,,A1,001,2024-10-07_19h58.30.327,untitled,2024.1.5,None,2024-10-07 19h59.06.540364 +0530,
70,0,70,0,119.13377390010282,,,,,,,,,,,,119.11155059980229,5,0.014952600002288818,119.13377390010282,119.13377390010282,120.34114099992439,[-0.41015625],[0.055989583333333336],[1],[0],[0],[1.2291147001087666],['target'],,,,A1,001,2024-10-07_19h58.30.327,untitled,2024.1.5,None,2024-10-07 19h59.06.540364 +0530,
71,0,71,0,120.38881859974936,,,,,,,,,,,,120.34414110006765,10,0.03391700005158782,120.38881859974936,120.38881859974936,122.42184219975024,[0.0234375],[0.30859375],[1],[0],[0],[2.0773132001049817],['target'],,,,A1,001,2024-10-07_19h58.30.327,untitled,2024.1.5,None,2024-10-07 19h59.06.540364 +0530,
72,0,72,0,122.44796029990539,,,,,,,,,,,,122.42473529977724,5,0.015126100275665522,122.44796029990539,122.44796029990539,123.83775579975918,[0.3463541666666667],[-0.055989583333333336],[1],[0],[0],[1.4125005002133548],['target'],,,,A1,001,2024-10-07_19h58.30.327,untitled,2024.1.5,None,2024-10-07 19h59.06.540364 +0530,
73,0,73,0,123.8634484000504,,,,,,,,,,,,123.84062719997019,5,0.01524259988218546,123.8634484000504,123.8634484000504,125.07054879982024,[-0.10677083333333333],[0.12760416666666666],[1],[0],[0],[1.229376900009811],['target'],,,,A1,001,2024-10-07_19h58.30.327,untitled,2024.1.5,None,2024-10-07 19h59.06.540364 +0530,
74,0,74,0,125.09609419992194,,,,,,,,,,,,125.07337539969012,5,0.015321100130677223,125.09609419992194,125.09609419992194,126.2680985997431,[-0.2552083333333333],[0.06901041666666667],[1],[0],[0],[1.1942300996743143],['target'],,,,A1,001,2024-10-07_19h58.30.327,untitled,2024.1.5,None,2024-10-07 19h59.06.540364 +0530,
75,0,75,0,126.29343959968537,,,,,,,,,,,,126.27093639969826,5,0.01524639967828989,126.29343959968537,126.29343959968537,127.88400870002806,[0.22265625],[-0.453125],[1],[0],[0],[1.6125194998458028],['target'],,,,A1,001,2024-10-07_19h58.30.327,untitled,2024.1.5,None,2024-10-07 19h59.06.540364 +0530,
76,0,76,0,127.90962799964473,,,,,,,,,,,,127.88703399989754,5,0.014933899976313114,127.90962799964473,127.90962799964473,129.94821579987183,[-0.22526041666666666],[0.41015625],[1],[0],[0],[2.060770200099796],['target'],,,,A1,001,2024-10-07_19h58.30.327,untitled,2024.1.5,None,2024-10-07 19h59.06.540364 +0530,
77,0,77,0,129.99145609978586,,,,,,,,,,,,129.95106429979205,10,0.029399599879980087,129.99145609978586,129.99145609978586,131.5138538996689,[-0.4153645833333333],[0.4674479166666667],[1],[0],[0],[1.5623763999901712],['target'],,,,A1,001,2024-10-07_19h58.30.327,untitled,2024.1.5,None,2024-10-07 19h59.06.540364 +0530,
78,0,78,0,131.5577422999777,,,,,,,,,,,,131.51674949983135,10,0.029970699921250343,131.5577422999777,131.5577422999777,134.8272798000835,[0.23307291666666666],[0.43359375],[1],[0],[0],[3.3101477003656328],['target'],,,,A1,001,2024-10-07_19h58.30.327,untitled,2024.1.5,None,2024-10-07 19h59.06.540364 +0530,
79,0,79,0,134.85277649993077,,,,,,,,,,,,134.83020169986412,5,0.015513000078499317,134.85277649993077,134.85277649993077,138.44023659965023,[-0.20442708333333334],[-0.4153645833333333],[1],[0],[0],[3.609628699719906],['target'],,,,A1,001,2024-10-07_19h58.30.327,untitled,2024.1.5,None,2024-10-07 19h59.06.540364 +0530,
80,0,80,0,138.48604799993336,,,,,,,,,,,,138.44322149967775,10,0.028856100048869848,138.48604799993336,138.48604799993336,141.0869318996556,[-0.17057291666666666],[0.24869791666666666],[1],[0],[0],[2.6433590999804437],['target'],,,,A1,001,2024-10-07_19h58.30.327,untitled,2024.1.5,None,2024-10-07 19h59.06.540364 +0530,
81,0,81,0,141.11330079985783,,,,,,,,,,,,141.0898700999096,5,0.015913699753582478,141.11330079985783,141.11330079985783,145.23383780010045,[0.3138020833333333],[0.46484375],[1],[0],[0],[4.143527400214225],['target'],,,,A1,001,2024-10-07_19h58.30.327,untitled,2024.1.5,None,2024-10-07 19h59.06.540364 +0530,
82,0,82,0,145.25993550010026,,,,,,,,,,,,145.2368270996958,5,0.01587899960577488,145.25993550010026,145.25993550010026,147.09901609970257,[-0.2682291666666667],[0.2669270833333333],[1],[0],[0],[1.8616542997770011],['target'],,,,A1,001,2024-10-07_19h58.30.327,untitled,2024.1.5,None,2024-10-07 19h59.06.540364 +0530,
83,0,83,0,147.1254257997498,,,,,,,,,,,,147.10194909991696,5,0.015827300027012825,147.1254257997498,147.1254257997498,150.16246829973534,[0.3333333333333333],[0.4791666666666667],[1],[0],[0],[3.060071900021285],['target'],,,,A1,001,2024-10-07_19h58.30.327,untitled,2024.1.5,None,2024-10-07 19h59.06.540364 +0530,
84,0,84,0,150.21235899999738,,,,,,,,,,,,150.1654261997901,10,0.03544069966301322,150.21235899999738,150.21235899999738,152.69259579991922,[-0.296875],[-0.19791666666666666],[1],[0],[0],[2.526743599679321],['target'],,,,A1,001,2024-10-07_19h58.30.327,untitled,2024.1.5,None,2024-10-07 19h59.06.540364 +0530,
85,0,85,0,152.73645209986717,,,,,,,,,,,,152.6955001000315,10,0.029375600162893534,152.73645209986717,152.73645209986717,154.1746864998713,[0.328125],[-0.11067708333333333],[1],[0],[0],[1.478761900216341],['target'],,,,A1,001,2024-10-07_19h58.30.327,untitled,2024.1.5,None,2024-10-07 19h59.06.540364 +0530,
86,0,86,0,154.21887880004942,,,,,,,,,,,,154.17764539970085,10,0.029806900303810835,154.21887880004942,154.21887880004942,156.17266590008512,[0.15494791666666666],[0.4361979166666667],[1],[0],[0],[1.9945926000364125],['target'],,,,A1,001,2024-10-07_19h58.30.327,untitled,2024.1.5,None,2024-10-07 19h59.06.540364 +0530,
87,0,87,0,156.19926939997822,,,,,,,,,,,,156.17556949984282,5,0.016174899879842997,156.19926939997822,156.19926939997822,157.90432309964672,[-0.3098958333333333],[-0.3502604166666667],[1],[0],[0],[1.7282969001680613],['target'],,,,A1,001,2024-10-07_19h58.30.327,untitled,2024.1.5,None,2024-10-07 19h59.06.540364 +0530,
88,0,88,0,157.93122329981998,,,,,,,,,,,,157.9073222000152,5,0.016438200138509274,157.93122329981998,157.93122329981998,159.11964659998193,[0.08072916666666667],[0.3502604166666667],[1],[0],[0],[1.211913499981165],['target'],,,,A1,001,2024-10-07_19h58.30.327,untitled,2024.1.5,None,2024-10-07 19h59.06.540364 +0530,
89,0,89,0,159.145928400103,,,,,,,,,,,,159.12260709982365,5,0.016394299920648336,159.145928400103,159.145928400103,160.4184133000672,[-0.19401041666666666],[0.06640625],[1],[0],[0],[1.295359100215137],['target'],,,,A1,001,2024-10-07_19h58.30.327,untitled,2024.1.5,None,2024-10-07 19h59.06.540364 +0530,
90,0,90,0,160.46262250002474,,,,,,,,,,,,160.42152659967542,10,0.03044729959219694,160.46262250002474,160.46262250002474,161.89952509989962,[0.2864583333333333],[0.09244791666666667],[1],[0],[0],[1.4775507999584079],['target'],,,,A1,001,2024-10-07_19h58.30.327,untitled,2024.1.5,None,2024-10-07 19h59.06.540364 +0530,
91,0,91,0,161.92651479970664,,,,,,,,,,,,161.90286780009046,5,0.016723699867725372,161.92651479970664,161.92651479970664,163.48191969981417,[0.22526041666666666],[-0.2421875],[1],[0],[0],[1.5786738996393979],['target'],,,,A1,001,2024-10-07_19h58.30.327,untitled,2024.1.5,None,2024-10-07 19h59.06.540364 +0530,
92,0,92,0,163.52685869997367,,,,,,,,,,,,163.4848658000119,10,0.030925999861210585,163.52685869997367,163.52685869997367,165.5462301997468,[-0.17838541666666666],[0.4075520833333333],[1],[0],[0],[2.0609400998800993],['target'],,,,A1,001,2024-10-07_19h58.30.327,untitled,2024.1.5,None,2024-10-07 19h59.06.540364 +0530,
93,0,93,0,165.59127099998295,,,,,,,,,,,,165.54919969988987,10,0.031496299896389246,165.59127099998295,165.59127099998295,167.91083229985088,[-0.23697916666666666],[-0.3151041666666667],[1],[0],[0],[2.361098200082779],['target'],,,,A1,001,2024-10-07_19h58.30.327,untitled,2024.1.5,None,2024-10-07 19h59.06.540364 +0530,
94,0,94,0,167.93609149986878,,,,,,,,,,,,167.91383320000023,5,0.01561299990862608,167.93609149986878,167.93609149986878,169.74191749980673,[0.016927083333333332],[0.4752604166666667],[1],[0],[0],[1.8276487002149224],['target'],,,,A1,001,2024-10-07_19h58.30.327,untitled,2024.1.5,None,2024-10-07 19h59.06.540364 +0530,
95,0,95,0,169.78488479973748,,,,,,,,,,,,169.74496109969914,10,0.02927830023691058,169.78488479973748,169.78488479973748,172.02315549971536,[-0.16796875],[-0.453125],[1],[0],[0],[2.2777662998996675],['target'],,,,A1,001,2024-10-07_19h58.30.327,untitled,2024.1.5,None,2024-10-07 19h59.06.540364 +0530,
96,0,96,0,172.048208899796,,,,,,,,,,,,172.02636899985373,5,0.015338000375777483,172.048208899796,172.048208899796,173.9051075996831,[0.4440104166666667],[0.3411458333333333],[1],[0],[0],[1.8783005001023412],['target'],,,,A1,001,2024-10-07_19h58.30.327,untitled,2024.1.5,None,2024-10-07 19h59.06.540364 +0530,
97,0,97,0,173.9298188998364,,,,,,,,,,,,173.90805190009996,5,0.015388600062578917,173.9298188998364,173.9298188998364,175.42062029987574,[-0.3776041666666667],[0.4283854166666667],[1],[0],[0],[1.5120824999175966],['target'],,,,A1,001,2024-10-07_19h58.30.327,untitled,2024.1.5,None,2024-10-07 19h59.06.540364 +0530,
98,0,98,0,175.46442390000448,,,,,,,,,,,,175.4235196998343,10,0.030429200269281864,175.46442390000448,175.46442390000448,177.5854400000535,[-0.037760416666666664],[-0.4049479166666667],[1],[0],[0],[2.1614848002791405],['target'],,,,A1,001,2024-10-07_19h58.30.327,untitled,2024.1.5,None,2024-10-07 19h59.06.540364 +0530,
99,0,99,0,177.62842419976369,,,,,,,,,,,,177.58833679975942,10,0.02959380019456148,177.62842419976369,177.62842419976369,179.41649900004268,[-0.045572916666666664],[0.4283854166666667],[1],[0],[0],[1.8276358000002801],['target'],,,,A1,001,2024-10-07_19h58.30.327,untitled,2024.1.5,None,2024-10-07 19h59.06.540364 +0530,
100,0,100,0,179.46046190010384,,,,,,,,,,,,179.41938839992508,10,0.030131899751722813,179.46046190010384,179.46046190010384,180.74814409995452,[0.028645833333333332],[0.3098958333333333],[1],[0],[0],[1.3283321000635624],['target'],,,,A1,001,2024-10-07_19h58.30.327,untitled,2024.1.5,None,2024-10-07 19h59.06.540364 +0530,
101,0,101,0,180.79245639964938,,,,,,,,,,,,180.7510619997047,10,0.030953899957239628,180.79245639964938,180.79245639964938,182.26395739987493,[-0.25390625],[-0.13932291666666666],[1],[0],[0],[1.5123866996727884],['target'],,,,A1,001,2024-10-07_19h58.30.327,untitled,2024.1.5,None,2024-10-07 19h59.06.540364 +0530,
102,0,102,0,182.30730749992654,,,,,,,,,,,,182.26691409992054,10,0.02913859998807311,182.30730749992654,182.30730749992654,184.34562839986756,[0.2877604166666667],[0.4205729166666667],[1],[0],[0],[2.078254099935293],['target'],,,,A1,001,2024-10-07_19h58.30.327,untitled,2024.1.5,None,2024-10-07 19h59.06.540364 +0530,
103,0,103,0,184.38981510000303,,,,,,,,,,,,184.3487546998076,10,0.030041399877518415,184.38981510000303,184.38981510000303,187.70771129988134,[0.07942708333333333],[-0.47265625],[1],[0],[0],[3.3585385996848345],['target'],,,,A1,001,2024-10-07_19h58.30.327,untitled,2024.1.5,None,2024-10-07 19h59.06.540364 +0530,
104,0,104,0,187.73295029997826,,,,,,,,,,,,187.71060299966484,5,0.014926400035619736,187.73295029997826,187.73295029997826,190.2723840996623,[0.3072916666666667],[-0.12239583333333333],[1],[0],[0],[2.5613351999782026],['target'],,,,A1,001,2024-10-07_19h58.30.327,untitled,2024.1.5,None,2024-10-07 19h59.06.540364 +0530,
105,0,105,0,190.32131769973785,,,,,,,,,,,,190.27538219979033,10,0.03357760002836585,190.32131769973785,190.32131769973785,194.51839410001412,[0.12369791666666667],[-0.15234375],[1],[0],[0],[4.242538100108504],['target'],,,,A1,001,2024-10-07_19h58.30.327,untitled,2024.1.5,None,2024-10-07 19h59.06.540364 +0530,
106,0,106,0,194.54502649977803,,,,,,,,,,,,194.52141769975424,5,0.016115000005811453,194.54502649977803,194.54502649977803,196.26683609979227,[-0.40234375],[-0.12760416666666666],[1],[0],[0],[1.7449491997249424],['target'],,,,A1,001,2024-10-07_19h58.30.327,untitled,2024.1.5,None,2024-10-07 19h59.06.540364 +0530,
107,0,107,0,196.3104002000764,,,,,,,,,,,,196.26972820004448,10,0.029982599895447493,196.3104002000764,196.3104002000764,197.84845690010116,[0.037760416666666664],[0.2864583333333333],[1],[0],[0],[1.5781560000032187],['target'],,,,A1,001,2024-10-07_19h58.30.327,untitled,2024.1.5,None,2024-10-07 19h59.06.540364 +0530,
108,0,108,0,197.89214950008318,,,,,,,,,,,,197.85133969970047,10,0.02924890024587512,197.89214950008318,197.89214950008318,199.87931380001828,[0.5],[-0.18098958333333334],[1],[0],[0],[2.02748000016436],['target'],,,,A1,001,2024-10-07_19h58.30.327,untitled,2024.1.5,None,2024-10-07 19h59.06.540364 +0530,
109,0,109,0,199.92357609979808,,,,,,,,,,,,199.88219869975,10,0.030594900250434875,199.92357609979808,199.92357609979808,202.02745490008965,[-0.13802083333333334],[-0.421875],[1],[0],[0],[2.144831500016153],['target'],,,,A1,001,2024-10-07_19h58.30.327,untitled,2024.1.5,None,2024-10-07 19h59.06.540364 +0530,
110,0,110,0,202.0532594998367,,,,,,,,,,,,202.030343899969,5,0.015266700182110071,202.0532594998367,202.0532594998367,203.47629590006545,[0.08463541666666667],[-0.3411458333333333],[1],[0],[0],[1.4455057000741363],['target'],,,,A1,001,2024-10-07_19h58.30.327,untitled,2024.1.5,None,2024-10-07 19h59.06.540364 +0530,
111,0,111,0,203.52114140009508,,,,,,,,,,,,203.47934339987114,10,0.030489900149405003,203.52114140009508,203.52114140009508,205.35734719969332,[-0.2708333333333333],[-0.28515625],[1],[0],[0],[1.8775789998471737],['target'],,,,A1,001,2024-10-07_19h58.30.327,untitled,2024.1.5,None,2024-10-07 19h59.06.540364 +0530,
112,0,112,0,205.40061029978096,,,,,,,,,,,,205.36045589996502,10,0.029560899827629328,205.40061029978096,205.40061029978096,206.6564619001001,[-0.14192708333333334],[0.028645833333333332],[1],[0],[0],[1.295608399901539],['target'],,,,A1,001,2024-10-07_19h58.30.327,untitled,2024.1.5,None,2024-10-07 19h59.06.540364 +0530,
113,0,113,0,206.69941759994254,,,,,,,,,,,,206.65938349999487,10,0.02927220007404685,206.69941759994254,206.69941759994254,208.7207653997466,[0.2760416666666667],[-0.3658854166666667],[1],[0],[0],[2.060911300126463],['target'],,,,A1,001,2024-10-07_19h58.30.327,untitled,2024.1.5,None,2024-10-07 19h59.06.540364 +0530,
114,0,114,0,208.7642645998858,,,,,,,,,,,,208.72366550005972,10,0.029520099982619286,208.7642645998858,208.7642645998858,210.0703288000077,[0.009114583333333334],[-0.28125],[1],[0],[0],[1.3462131000123918],['target'],,,,A1,001,2024-10-07_19h58.30.327,untitled,2024.1.5,None,2024-10-07 19h59.06.540364 +0530,
115,0,115,0,210.1295369998552,,,,,,,,,,,,210.07326239999384,10,0.03968050004914403,210.1295369998552,210.1295369998552,212.5007666000165,[-0.171875],[-0.3307291666666667],[1],[0],[0],[2.427111899945885],['target'],,,,A1,001,2024-10-07_19h58.30.327,untitled,2024.1.5,None,2024-10-07 19h59.06.540364 +0530,
116,0,116,0,212.52680539991707,,,,,,,,,,,,212.50374329974875,5,0.015638400334864855,212.52680539991707,212.52680539991707,214.2996755996719,[0.4700520833333333],[-0.4114583333333333],[1],[0],[0],[1.7953495001420379],['target'],,,,A1,001,2024-10-07_19h58.30.327,untitled,2024.1.5,None,2024-10-07 19h59.06.540364 +0530,
117,0,117,0,214.3432926996611,,,,,,,,,,,,214.30256509967148,10,0.02903909981250763,214.3432926996611,214.3432926996611,215.7308688997291,[0.359375],[0.053385416666666664],[1],[0],[0],[1.4278620998375118],['target'],,,,A1,001,2024-10-07_19h58.30.327,untitled,2024.1.5,None,2024-10-07 19h59.06.540364 +0530,
118,0,118,0,215.77356689982116,,,,,,,,,,,,215.73380979988724,10,0.028741899877786636,215.77356689982116,215.77356689982116,217.14595989976078,[0.24609375],[-0.3372395833333333],[1],[0],[0],[1.411600399762392],['target'],,,,A1,001,2024-10-07_19h58.30.327,untitled,2024.1.5,None,2024-10-07 19h59.06.540364 +0530,
119,0,119,0,217.21270609972998,,,,,,,,,,,,217.1490893997252,10,0.0289920000359416,217.21270609972998,217.21270609972998,218.578949699644,[0.2708333333333333],[0.006510416666666667],[1],[0],[0],[1.4293869999237359],['target'],,,,A1,001,2024-10-07_19h58.30.327,untitled,2024.1.5,None,2024-10-07 19h59.06.540364 +0530,
120,0,120,0,218.64507099986076,,,,,,,,,,,,218.58181999996305,10,0.052024600096046925,218.64507099986076,218.64507099986076,219.7432122998871,[0.4348958333333333],[0.059895833333333336],[1],[0],[0],[1.1609893003478646],['target'],,,,A1,001,2024-10-07_19h58.30.327,untitled,2024.1.5,None,2024-10-07 19h59.06.540364 +0530,
121,0,121,0,219.769163900055,,,,,,,,,,,,219.74614479998127,5,0.015622700098901987,219.769163900055,219.769163900055,221.34157579997554,[-0.4140625],[0.06380208333333333],[1],[0],[0],[1.5950748999603093],['target'],,,,A1,001,2024-10-07_19h58.30.327,untitled,2024.1.5,None,2024-10-07 19h59.06.540364 +0530,
122,0,122,0,221.36836549965665,,,,,,,,,,,,221.3444817001,5,0.016238300129771233,221.36836549965665,221.36836549965665,222.94031059974805,[0.036458333333333336],[0.0013020833333333333],[1],[0],[0],[1.59541040007025],['target'],,,,A1,001,2024-10-07_19h58.30.327,untitled,2024.1.5,None,2024-10-07 19h59.06.540364 +0530,
123,0,123,0,222.99901890009642,,,,,,,,,,,,222.94321909965947,5,0.04887450020760298,222.99901890009642,222.99901890009642,224.13910469971597,[0.23177083333333334],[0.18359375],[1],[0],[0],[1.1954006999731064],['target'],,,,A1,001,2024-10-07_19h58.30.327,untitled,2024.1.5,None,2024-10-07 19h59.06.540364 +0530,
124,0,124,0,224.18223309982568,,,,,,,,,,,,224.14197609992698,10,0.029321699868887663,224.18223309982568,224.18223309982568,225.47063639992848,[0.09244791666666667],[0.44921875],[1],[0],[0],[1.3282192000187933],['target'],,,,A1,001,2024-10-07_19h58.30.327,untitled,2024.1.5,None,2024-10-07 19h59.06.540364 +0530,
125,0,125,0,225.49748039990664,,,,,,,,,,,,225.47364589991048,5,0.015771999955177307,225.49748039990664,225.49748039990664,227.02047579968348,[-0.13020833333333334],[-0.2877604166666667],[1],[0],[0],[1.5464156004600227],['target'],,,,A1,001,2024-10-07_19h58.30.327,untitled,2024.1.5,None,2024-10-07 19h59.06.540364 +0530,
126,0,126,0,227.06431249994785,,,,,,,,,,,,227.0234449999407,10,0.029958699829876423,227.06431249994785,227.06431249994785,229.98314679972827,[0.3880208333333333],[0.4856770833333333],[1],[0],[0],[2.9592253998853266],['target'],,,,A1,001,2024-10-07_19h58.30.327,untitled,2024.1.5,None,2024-10-07 19h59.06.540364 +0530,
127,0,127,0,230.00837889965624,,,,,,,,,,,,229.98605760000646,5,0.015031300019472837,230.00837889965624,230.00837889965624,231.38208719994873,[-0.1796875],[-0.3307291666666667],[1],[0],[0],[1.395614099688828],['target'],,,,A1,001,2024-10-07_19h58.30.327,untitled,2024.1.5,None,2024-10-07 19h59.06.540364 +0530,
128,0,128,0,231.4257912999019,,,,,,,,,,,,231.38498639967293,10,0.029868100304156542,231.4257912999019,231.4257912999019,232.76449469989166,[0.30859375],[0.3528645833333333],[1],[0],[0],[1.3790827998891473],['target'],,,,A1,001,2024-10-07_19h58.30.327,untitled,2024.1.5,None,2024-10-07 19h59.06.540364 +0530,
129,0,129,0,232.79065570002422,,,,,,,,,,,,232.7674556998536,5,0.015881699975579977,232.79065570002422,232.79065570002422,234.36250159982592,[-0.028645833333333332],[0.028645833333333332],[1],[0],[0],[1.5945210000500083],[],,,,A1,001,2024-10-07_19h58.30.327,untitled,2024.1.5,None,2024-10-07 19h59.06.540364 +0530,
130,0,130,0,234.38750190008432,,,,,,,,,,,,234.36543669970706,5,0.014889900106936693,234.38750190008432,234.38750190008432,236.29445259971544,[-0.022135416666666668],[-0.4231770833333333],[1],[0],[0],[1.9285554001107812],['target'],,,,A1,001,2024-10-07_19h58.30.327,untitled,2024.1.5,None,2024-10-07 19h59.06.540364 +0530,
131,0,131,0,236.33841949980706,,,,,,,,,,,,236.29730820003897,10,0.02996889967471361,236.33841949980706,236.33841949980706,237.47637540008873,[0.08723958333333333],[-0.16927083333333334],[1],[0],[0],[1.178533500060439],['target'],,,,A1,001,2024-10-07_19h58.30.327,untitled,2024.1.5,None,2024-10-07 19h59.06.540364 +0530,
